symbol	name	alternative_symbols	stable_id	version	unversioned_stable_id	type	so_term	genome_uuid	metadata_name_accession_id	metadata_name_value	metadata_name_url	metadata_name_source_id	metadata_name_source_name	metadata_name_source_description	metadata_name_source_url	metadata_name_source_release	slice_region_assembly_accession_id	slice_region_assembly_organism_scientific_name	slice_region_assembly_organism_species_taxon_id	slice_region_name	slice_region_topology	slice_region_sequence_checksum	slice_location_end	slice_location_length	slice_location_start	slice_strand_code	slice_strand_value
HLA-C	major histocompatibility complex, class I, C	['D6S204', 'HLA-JY3', 'PSORS1']	ENSG00000206452.10	10	ENSG00000206452	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4933	major histocompatibility complex, class I, C	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4933	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_QBL_CTG1	linear	bceeb4190283066a6d0891562b41d164	2527552	3372	2524181	reverse	-1
HLA-C	major histocompatibility complex, class I, C	['D6S204', 'HLA-JY3', 'PSORS1']	ENSG00000206435.10	10	ENSG00000206435	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4933	major histocompatibility complex, class I, C	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4933	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_SSTO_CTG1	linear	a80b1b3c21ac7e7b7acf75178ae3d83c	2574099	3393	2570707	reverse	-1
HRAS	HRas proto-oncogene, GTPase	['HRAS1']	ENSG00000174775.18	18	ENSG00000174775	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:5173	HRas proto-oncogene, GTPase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5173	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	11	linear	1511375dc2dd1b633af8cf439ae90cec	537321	5080	532242	reverse	-1
HRAS	HRas proto-oncogene, GTPase	['HRAS1']	ENSG00000276536.4	4	ENSG00000276536	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:5173	HRas proto-oncogene, GTPase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5173	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR11_1_CTG8	linear	2b63a3f97e490e807587639807d26293	66928	5046	61883	reverse	-1
HTT	huntingtin	['HD', 'IT15']	ENSG00000197386.14	14	ENSG00000197386	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4851	huntingtin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4851	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	4	linear	3210fecf1eb92d5489da4346b3fddc6e	3243957	202595	3041363	forward	1
IL6	interleukin 6	['BSF2', 'HGF', 'HSF', 'IFNB2', 'IL-6']	ENSG00000136244.12	12	ENSG00000136244	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6018	interleukin 6	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6018	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	22732002	6119	22725884	forward	1
JAK2	Janus kinase 2	['JTK10']	ENSG00000096968.14	14	ENSG00000096968	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6192	Janus kinase 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6192	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	9	linear	addd2795560986b7491c40b1faa3978a	5129948	145559	4984390	forward	1
KRAS	KRAS proto-oncogene, GTPase	['K-RAS4B', 'KRAS1', 'KRAS2']	ENSG00000133703.14	14	ENSG00000133703	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6407	KRAS proto-oncogene, GTPase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6407	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	12	linear	e81e16d3f44337034695a29b97708fce	25250936	45691	25205246	reverse	-1
LDLR	low density lipoprotein receptor	['LDLCQ2']	ENSG00000130164.16	16	ENSG00000130164	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6547	low density lipoprotein receptor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6547	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	19	linear	b0eba2c7bb5c953d1e06a508b5e487de	11133820	44403	11089418	forward	1
LMNA	lamin A/C	['CMD1A', 'HGPS', 'LGMD1B', 'LMN1', 'LMNL1', 'MADA', 'PRO1']	ENSG00000160789.25	25	ENSG00000160789	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6636	lamin A/C	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6636	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	156140081	57510	156082572	forward	1
MAPK1	mitogen-activated protein kinase 1	['ERK', 'ERK2', 'MAPK2', 'P41MAPK', 'PRKM1', 'PRKM2']	ENSG00000100030.15	15	ENSG00000100030	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6871	mitogen-activated protein kinase 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6871	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	22	linear	221733a2a15e2de66d33e73d126c5109	21867680	108024	21759657	reverse	-1
MDM2	MDM2 proto-oncogene	['HDM2', 'MGC5370']	ENSG00000135679.27	27	ENSG00000135679	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6973	MDM2 proto-oncogene	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6973	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	12	linear	e81e16d3f44337034695a29b97708fce	68845544	37368	68808177	forward	1
MTHFR	methylenetetrahydrofolate reductase	[]	ENSG00000177000.13	13	ENSG00000177000	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:7436	methylenetetrahydrofolate reductase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7436	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	11806455	20733	11785723	reverse	-1
MYC	MYC proto-oncogene, bHLH transcription factor	['BHLHE39', 'C-MYC', 'MYCC']	ENSG00000136997.22	22	ENSG00000136997	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:7553	MYC proto-oncogene, bHLH transcription factor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7553	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	8	linear	c67955b5f7815a9a1edfaa15893d3616	127742951	7518	127735434	forward	1
NFKB1	nuclear factor kappa B subunit 1	['KBF1', 'NF-KAPPAB', 'NF-KB1', 'NFKAPPAB', 'NFKB-P50', 'P105', 'P50']	ENSG00000109320.14	14	ENSG00000109320	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:7794	nuclear factor kappa B subunit 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7794	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	4	linear	3210fecf1eb92d5489da4346b3fddc6e	102617302	115973	102501330	forward	1
NOS3	nitric oxide synthase 3	['ECNOS', 'ENOS']	ENSG00000164867.11	11	ENSG00000164867	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:7876	nitric oxide synthase 3	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7876	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	151014588	23572	150991017	forward	1
NRAS	NRAS proto-oncogene, GTPase	['N-RAS']	ENSG00000213281.5	5	ENSG00000213281	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:7989	NRAS proto-oncogene, GTPase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7989	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	114716771	12303	114704469	reverse	-1
PCSK9	proprotein convertase subtilisin/kexin type 9	['FH3', 'HCHOLA3', 'NARC-1']	ENSG00000169174.13	13	ENSG00000169174	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:20001	proprotein convertase subtilisin/kexin type 9	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20001	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	55064852	25408	55039445	forward	1
PDGFRA	platelet derived growth factor receptor alpha	['CD140A', 'GAS9', 'PDGFR2']	ENSG00000134853.12	12	ENSG00000134853	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:8803	platelet derived growth factor receptor alpha	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8803	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	4	linear	3210fecf1eb92d5489da4346b3fddc6e	54298245	68966	54229280	forward	1
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	['PI3K']	ENSG00000121879.6	6	ENSG00000121879	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:8975	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8975	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	179240093	91980	179148114	forward	1
PML	PML nuclear body scaffold	['MYL', 'RNF71', 'TRIM19']	ENSG00000140464.20	20	ENSG00000140464	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:9113	PML nuclear body scaffold	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9113	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	15	linear	f036bd11158407596ca6bf3581454706	74047827	53155	73994673	forward	1
PTEN	phosphatase and tensin homolog	['BZS', 'MHAM', 'MMAC1', 'PTEN1', 'TEP1']	ENSG00000284792.2	2	ENSG00000284792	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:9588	phosphatase and tensin homolog	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9588	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HG2334_PATCH	linear	689406b39faf88d73399ea125f6d5d3f	183684	105223	78462	forward	1
PTEN	phosphatase and tensin homolog	['BZS', 'MHAM', 'MMAC1', 'PTEN1', 'TEP1']	ENSG00000171862.16	16	ENSG00000171862	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:9588	phosphatase and tensin homolog	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9588	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	10	linear	907112d17fcb73bcab1ed1c72b97ce68	87971930	109293	87862638	forward	1
RB1	RB transcriptional corepressor 1	['OSRC', 'PPP1R130', 'RB']	ENSG00000139687.17	17	ENSG00000139687	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:9884	RB transcriptional corepressor 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9884	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	13	linear	17dab79b963ccd8e7377cef59a54fe1c	48599436	295693	48303744	forward	1
REL	REL proto-oncogene, NF-kB subunit	['C-REL', 'HIVEN86A', 'I-REL']	ENSG00000162924.16	16	ENSG00000162924	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:9954	REL proto-oncogene, NF-kB subunit	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9954	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	60931612	50122	60881491	forward	1
SMAD4	SMAD family member 4	['DPC4', 'MADH4']	ENSG00000141646.17	17	ENSG00000141646	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6770	SMAD family member 4	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6770	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	18	linear	11eeaa801f6b0e2e36a1138616b8ee9a	51085045	56518	51028528	forward	1
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	['ASV', 'C-SRC', 'SRC1']	ENSG00000197122.13	13	ENSG00000197122	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:11283	SRC proto-oncogene, non-receptor tyrosine kinase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11283	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	20	linear	b18e6c531b0bd70e949a7fc20859cb01	37406050	61366	37344685	forward	1
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	['ASV', 'C-SRC', 'SRC1']	ENSG00000291971.1	1	ENSG00000291971	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:11283	SRC proto-oncogene, non-receptor tyrosine kinase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11283	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HG410_PATCH	linear	4d56c0b528f53a1a35b647e5ca42644c	315552	61366	254187	forward	1
STAT3	signal transducer and activator of transcription 3	['APRF']	ENSG00000168610.17	17	ENSG00000168610	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:11364	signal transducer and activator of transcription 3	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11364	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	17	linear	a8499ca51d6fb77332c2d242923994eb	42388568	75245	42313324	reverse	-1
TP53	tumor protein p53	['LFS1', 'P53']	ENSG00000141510.19	19	ENSG00000141510	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:11998	tumor protein p53	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11998	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	17	linear	a8499ca51d6fb77332c2d242923994eb	7687546	25768	7661779	reverse	-1
TP63	tumor protein p63	['EEC3', 'KET', 'NBP', 'OFC8', 'P40', 'P51', 'P53CP', 'P63', 'P73H', 'P73L', 'SHFM4', 'TP53CP', 'TP53L', 'TP73L']	ENSG00000073282.14	14	ENSG00000073282	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:15979	tumor protein p63	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15979	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	189897276	265888	189631389	forward	1
TP73	tumor protein p73	['P73']	ENSG00000078900.16	16	ENSG00000078900	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12003	tumor protein p73	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12003	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	3736201	83686	3652516	forward	1
TSC1	TSC complex subunit 1	['HAMARTIN', 'KIAA0243', 'LAM', 'TSC']	ENSG00000165699.16	16	ENSG00000165699	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12362	TSC complex subunit 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12362	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	9	linear	addd2795560986b7491c40b1faa3978a	132946874	55527	132891348	reverse	-1
TSC2	TSC complex subunit 2	['LAM', 'PPP1R160', 'TSC4', 'TUBERIN']	ENSG00000103197.20	20	ENSG00000103197	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12363	TSC complex subunit 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12363	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	16	linear	24e7cabfba3548a2bb4dff582b9ee870	2089491	41525	2047967	forward	1
VEGFA	vascular endothelial growth factor A	['VEGF', 'VEGF-A', 'VPF']	ENSG00000112715.26	26	ENSG00000112715	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12680	vascular endothelial growth factor A	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12680	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	6	linear	6a48dfa97e854e3c6f186c8ff973f7dd	43786487	16304	43770184	forward	1
VHL	von Hippel-Lindau tumor suppressor	['VHL1']	ENSG00000134086.11	11	ENSG00000134086	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12687	von Hippel-Lindau tumor suppressor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12687	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	10153676	11899	10141778	forward	1
WRN	WRN RecQ like helicase	['RECQ3', 'RECQL2']	ENSG00000165392.11	11	ENSG00000165392	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12791	WRN RecQ like helicase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12791	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	8	linear	c67955b5f7815a9a1edfaa15893d3616	31176138	142351	31033788	forward	1
XPA	XPA, DNA damage recognition and repair factor	['XP1', 'XPAC']	ENSG00000136936.11	11	ENSG00000136936	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12814	XPA, DNA damage recognition and repair factor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12814	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	9	linear	addd2795560986b7491c40b1faa3978a	97697340	22432	97674909	reverse	-1
XPC	XPC complex subunit, DNA damage recognition and repair factor	['RAD4', 'XPCC']	ENSG00000154767.16	16	ENSG00000154767	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12816	XPC complex subunit, DNA damage recognition and repair factor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12816	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	14178621	33477	14145145	reverse	-1
YAP1	Yes1 associated transcriptional regulator	['YAP-1', 'YAP65']	ENSG00000137693.14	14	ENSG00000137693	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:16262	Yes1 associated transcriptional regulator	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16262	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	11	linear	1511375dc2dd1b633af8cf439ae90cec	102233424	122978	102110447	forward	1
ZAP70	zeta chain of T cell receptor associated protein kinase 70	['SRK', 'STD', 'ZAP-70']	ENSG00000115085.16	16	ENSG00000115085	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12858	zeta chain of T cell receptor associated protein kinase 70	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12858	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	97744327	30752	97713576	forward	1
ZAP70	zeta chain of T cell receptor associated protein kinase 70	['SRK', 'STD', 'ZAP-70']	ENSG00000291603.1	1	ENSG00000291603	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12858	zeta chain of T cell receptor associated protein kinase 70	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12858	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HG2275_PATCH	linear	2d9ad42452385c6982f4893deb145de9	665893	26287	639607	forward	1
ZNF175	zinc finger protein 175	['OTK18']	ENSG00000105497.8	8	ENSG00000105497	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12964	zinc finger protein 175	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12964	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	19	linear	b0eba2c7bb5c953d1e06a508b5e487de	51592510	21228	51571283	forward	1
ZNF274	zinc finger protein 274	['ZKSCAN19', 'ZSCAN51']	ENSG00000171606.18	18	ENSG00000171606	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:13068	zinc finger protein 274	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13068	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	19	linear	b0eba2c7bb5c953d1e06a508b5e487de	58213562	30534	58183029	forward	1
ACTA1	actin alpha 1, skeletal muscle	['ACTA', 'NEM3']	ENSG00000143632.15	15	ENSG00000143632	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:129	actin alpha 1, skeletal muscle	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:129	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	1	linear	2648ae1bacce4ec4b6cf337dcae37816	229434104	3740	229430365	reverse	-1
ADCY5	adenylate cyclase 5	['AC5']	ENSG00000173175.17	17	ENSG00000173175	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:236	adenylate cyclase 5	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:236	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	123449090	166795	123282296	reverse	-1
ADRB2	adrenoceptor beta 2	['ADRB2R', 'ADRBR', 'ARB2', 'B2AR', 'BAR']	ENSG00000169252.6	6	ENSG00000169252	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:286	adrenoceptor beta 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:286	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	5	linear	f7f05fb7ceea78cbc32ce652c540ff2d	148828623	2013	148826611	forward	1
AHR	aryl hydrocarbon receptor	['BHLHE76']	ENSG00000106546.14	14	ENSG00000106546	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:348	aryl hydrocarbon receptor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:348	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	17346152	429794	16916359	forward	1
ALB	albumin	[]	ENSG00000163631.19	19	ENSG00000163631	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:399	albumin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:399	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	4	linear	3210fecf1eb92d5489da4346b3fddc6e	73421482	24369	73397114	forward	1
ALDH2	aldehyde dehydrogenase 2 family member	[]	ENSG00000111275.13	13	ENSG00000111275	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:404	aldehyde dehydrogenase 2 family member	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:404	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	12	linear	e81e16d3f44337034695a29b97708fce	111817532	50646	111766887	forward	1
